0,1,2,3
2005-11-21,3.44,-1.43%,down
2005-11-22,3.46,0.58%,0
2005-11-23,3.49,0.87%,0
2005-11-24,3.5,0.29%,0
2005-11-25,3.5,0.00%,0
2005-11-26,3.5,-0.29%,down
2005-11-27,3.5,-0.29%,down
2005-11-28,3.49,-0.29%,down
2005-11-29,3.49,0.00%,0
2005-11-30,3.5,0.29%,0
2005-12-01,3.5,0.00%,0
2005-12-02,3.49,-0.29%,down
2005-12-03,3.49,-0.29%,down
2005-12-04,3.49,-0.29%,down
2005-12-05,3.48,-0.29%,down
2005-12-06,3.43,-1.44%,down
2005-12-07,3.47,1.17%,
2005-12-08,3.73,7.49%,
2005-12-09,3.73,0.00%,0
2005-12-10,3.73,0.27%,0
2005-12-11,3.73,0.27%,0
2005-12-12,3.74,0.27%,0
2005-12-13,3.74,0.00%,0
2005-12-14,3.75,0.27%,0
2005-12-15,3.74,-0.27%,down
2005-12-16,3.74,0.00%,0
2005-12-17,3.74,0.00%,0
2005-12-18,3.74,0.00%,0
2005-12-19,3.74,0.00%,0
2005-12-20,3.75,0.27%,0
2005-12-21,3.7,-1.33%,down
2005-12-22,3.68,-0.54%,down
2005-12-23,3.74,1.63%,
2005-12-24,3.74,0.27%,0
2005-12-25,3.74,0.27%,0
2005-12-26,3.75,0.27%,0
2005-12-27,3.74,-0.27%,down
2005-12-28,3.74,0.00%,0
2005-12-29,3.75,0.27%,0
2005-12-30,3.76,0.27%,0
2005-12-31,3.76,-0.53%,down
2006-01-01,3.76,-0.53%,down
2006-01-02,3.74,-0.53%,down
2006-01-03,3.74,0.00%,0
2006-01-04,3.74,0.00%,0
2006-01-05,3.7,-1.07%,down
2006-01-06,3.69,-0.27%,down
2006-01-07,3.69,1.36%,
2006-01-08,3.69,1.36%,
2006-01-09,3.74,1.36%,
2006-01-10,3.74,0.00%,0
2006-01-11,3.74,0.00%,0
2006-01-12,3.74,0.00%,0
2006-01-13,3.73,-0.27%,down
2006-01-14,3.73,0.27%,0
2006-01-15,3.73,0.27%,0
2006-01-16,3.74,0.27%,0
2006-01-17,3.74,0.00%,0
2006-01-18,3.74,0.00%,0
2006-01-19,3.7,-1.07%,down
2006-01-20,3.72,0.54%,0
2006-01-21,3.72,0.54%,0
2006-01-22,3.72,0.54%,0
2006-01-23,3.74,0.54%,0
2006-01-24,3.74,0.00%,0
2006-01-25,3.75,0.27%,0
2006-01-26,3.76,0.27%,0
2006-01-27,3.75,-0.27%,down
2006-01-28,3.75,0.27%,0
2006-01-29,3.75,0.27%,0
2006-01-30,3.75,0.27%,0
2006-01-31,3.76,0.27%,0
2006-02-01,3.75,-0.27%,down
2006-02-02,3.74,-0.27%,down
2006-02-03,3.73,-0.27%,down
2006-02-04,3.73,-1.07%,down
2006-02-05,3.73,-1.07%,down
2006-02-06,3.69,-1.07%,down
2006-02-07,3.68,-0.27%,down
2006-02-08,3.74,1.63%,
2006-02-09,3.99,6.68%,
2006-02-10,3.99,0.00%,0
2006-02-11,3.99,0.00%,0
2006-02-12,3.99,0.00%,0
2006-02-13,3.99,0.00%,0
2006-02-14,3.99,0.00%,0
2006-02-15,3.99,0.00%,0
2006-02-16,3.99,0.00%,0
2006-02-17,3.98,-0.25%,down
2006-02-18,3.98,0.00%,0
2006-02-19,3.98,0.00%,0
2006-02-20,3.98,0.00%,0
2006-02-21,3.95,-0.75%,down
2006-02-22,3.97,0.51%,0
2006-02-23,3.99,0.50%,0
2006-02-24,3.99,0.00%,0
2006-02-25,3.99,0.00%,0
2006-02-26,3.99,0.00%,0
2006-02-27,3.99,0.00%,0
2006-02-28,3.99,0.00%,0
2006-03-01,3.99,0.00%,0
2006-03-02,3.99,0.00%,0
2006-03-03,3.98,-0.25%,down
2006-03-04,3.98,-0.75%,down
2006-03-05,3.98,-0.75%,down
2006-03-06,3.95,-0.75%,down
2006-03-07,3.94,-0.25%,down
2006-03-08,3.98,1.02%,
2006-03-09,3.98,0.00%,0
2006-03-10,3.98,0.00%,0
2006-03-11,3.98,0.00%,0
2006-03-12,3.98,0.00%,0
2006-03-13,3.98,0.00%,0
2006-03-14,3.98,0.00%,0
2006-03-15,3.98,0.00%,0
2006-03-16,3.98,0.00%,0
2006-03-17,3.97,-0.25%,down
2006-03-18,3.97,0.25%,0
2006-03-19,3.97,0.25%,0
2006-03-20,3.98,0.25%,0
2006-03-21,3.95,-0.75%,down
2006-03-22,3.92,-0.76%,down
2006-03-23,3.97,1.28%,
2006-03-24,3.97,0.00%,0
2006-03-25,3.97,0.25%,0
2006-03-26,3.97,0.25%,0
2006-03-27,3.98,0.25%,0
2006-03-28,3.97,-0.25%,down
2006-03-29,3.96,-0.25%,down
2006-03-30,3.96,0.00%,0
2006-03-31,3.97,0.25%,0
2006-04-01,3.97,0.00%,0
2006-04-02,3.97,0.00%,0
2006-04-03,3.97,0.00%,0
2006-04-04,3.96,-0.25%,down
2006-04-05,3.96,0.00%,0
2006-04-06,3.93,-0.76%,down
2006-04-07,3.92,-0.25%,down
2006-04-08,3.92,1.28%,
2006-04-09,3.92,1.28%,
2006-04-10,3.97,1.28%,
2006-04-11,3.97,0.00%,0
2006-04-12,3.97,0.00%,0
2006-04-13,3.96,-0.25%,down
2006-04-14,3.96,0.00%,0
2006-04-15,3.96,0.00%,0
2006-04-16,3.96,0.00%,0
2006-04-17,3.96,0.00%,0
2006-04-18,3.96,0.00%,0
2006-04-19,3.99,0.76%,0
2006-04-20,3.97,-0.50%,down
2006-04-21,4.0,0.76%,0
2006-04-22,4.0,-0.75%,down
2006-04-23,4.0,-0.75%,down
2006-04-24,3.97,-0.75%,down
2006-04-25,3.97,0.00%,0
2006-04-26,3.97,0.00%,0
2006-04-27,3.97,0.00%,0
2006-04-28,3.97,0.00%,0
2006-04-29,3.97,0.00%,0
2006-04-30,3.97,0.00%,0
2006-05-01,3.97,0.00%,0
2006-05-02,3.97,0.00%,0
2006-05-03,3.97,0.00%,0
2006-05-04,3.94,-0.76%,down
2006-05-05,3.94,0.51%,0
2006-05-06,3.94,0.51%,0
2006-05-07,3.94,0.51%,0
2006-05-08,3.96,0.51%,0
2006-05-09,3.96,0.00%,0
2006-05-10,3.97,0.25%,0
2006-05-11,3.97,0.00%,0
2006-05-12,3.96,-0.25%,down
2006-05-13,3.96,0.00%,0
2006-05-14,3.96,0.00%,0
2006-05-15,3.96,0.00%,0
2006-05-16,3.96,0.00%,0
2006-05-17,3.96,0.00%,0
2006-05-18,3.96,0.00%,0
2006-05-19,3.94,-0.51%,down
2006-05-20,3.94,0.76%,0
2006-05-21,3.94,0.76%,0
2006-05-22,3.97,0.76%,0
2006-05-23,3.96,-0.25%,down
2006-05-24,3.96,0.00%,0
2006-05-25,3.96,0.00%,0
2006-05-26,3.95,-0.25%,down
2006-05-27,3.95,0.25%,0
2006-05-28,3.95,0.25%,0
2006-05-29,3.96,0.25%,0
2006-05-30,3.96,0.00%,0
2006-05-31,3.96,0.00%,0
2006-06-01,3.96,0.00%,0
2006-06-02,3.95,-0.25%,down
2006-06-03,3.95,-0.25%,down
2006-06-04,3.95,-0.25%,down
2006-06-05,3.94,-0.25%,down
2006-06-06,3.94,1.27%,
2006-06-07,3.99,1.27%,
2006-06-08,4.2,5.26%,
2006-06-09,4.2,0.00%,0
2006-06-10,4.2,0.00%,0
2006-06-11,4.2,0.00%,0
2006-06-12,4.2,0.00%,0
2006-06-13,4.2,0.00%,0
2006-06-14,4.2,0.00%,0
2006-06-15,4.21,0.24%,0
2006-06-16,4.19,-0.48%,down
2006-06-17,4.19,0.00%,0
2006-06-18,4.19,0.00%,0
2006-06-19,4.19,0.00%,0
2006-06-20,4.19,0.00%,0
2006-06-21,4.19,0.00%,0
2006-06-22,4.22,0.72%,0
2006-06-23,4.2,-0.47%,down
2006-06-24,4.2,0.00%,0
2006-06-25,4.2,0.00%,0
2006-06-26,4.2,0.00%,0
2006-06-27,4.2,0.00%,0
2006-06-28,4.19,-0.24%,down
2006-06-29,4.2,0.24%,0
2006-06-30,4.21,0.24%,0
2006-07-01,4.21,-0.24%,down
2006-07-02,4.21,-0.24%,down
2006-07-03,4.2,-0.24%,down
2006-07-04,4.2,0.00%,0
2006-07-05,4.2,0.00%,0
2006-07-06,4.19,-0.24%,down
2006-07-07,4.22,0.72%,0
2006-07-08,4.22,-0.47%,down
2006-07-09,4.22,-0.47%,down
2006-07-10,4.2,-0.47%,down
2006-07-11,4.2,0.00%,0
2006-07-12,4.2,0.00%,0
2006-07-13,4.2,0.00%,0
2006-07-14,4.21,0.24%,0
2006-07-15,4.21,0.00%,0
2006-07-16,4.21,0.00%,0
2006-07-17,4.21,0.00%,0
2006-07-18,4.21,0.00%,0
2006-07-19,4.21,0.00%,0
2006-07-20,4.19,-0.48%,down
2006-07-21,4.3,2.63%,
2006-07-22,4.3,-1.63%,down
2006-07-23,4.3,-1.63%,down
2006-07-24,4.23,-1.63%,down
2006-07-25,4.23,0.00%,0
2006-07-26,4.23,0.00%,0
2006-07-27,4.22,-0.24%,down
2006-07-28,4.22,0.00%,0
2006-07-29,4.22,0.00%,0
2006-07-30,4.22,0.00%,0
2006-07-31,4.22,0.00%,0
2006-08-01,4.21,-0.24%,down
2006-08-02,4.22,0.24%,0
2006-08-03,4.23,0.24%,0
2006-08-04,4.29,1.42%,
2006-08-05,4.29,-0.93%,down
2006-08-06,4.29,-0.93%,down
2006-08-07,4.25,-0.93%,down
2006-08-08,4.25,0.00%,0
2006-08-09,4.24,-0.24%,down
2006-08-10,4.49,5.90%,
2006-08-11,4.5,0.22%,0
2006-08-12,4.5,-0.22%,down
2006-08-13,4.5,-0.22%,down
2006-08-14,4.49,-0.22%,down
2006-08-15,4.49,0.00%,0
2006-08-16,4.49,0.00%,0
2006-08-17,4.49,0.00%,0
2006-08-18,4.48,-0.22%,down
2006-08-19,4.48,0.00%,0
2006-08-20,4.48,0.00%,0
2006-08-21,4.48,0.00%,0
2006-08-22,4.47,-0.22%,down
2006-08-23,4.49,0.45%,0
2006-08-24,4.49,0.00%,0
2006-08-25,4.49,0.00%,0
2006-08-26,4.49,-0.22%,down
2006-08-27,4.49,-0.22%,down
2006-08-28,4.48,-0.22%,down
2006-08-29,4.48,0.00%,0
2006-08-30,4.48,0.00%,0
2006-08-31,4.49,0.22%,0
2006-09-01,4.48,-0.22%,down
2006-09-02,4.48,-0.22%,down
2006-09-03,4.48,-0.22%,down
2006-09-04,4.47,-0.22%,down
2006-09-05,4.47,0.00%,0
2006-09-06,4.43,-0.89%,down
2006-09-07,4.47,0.90%,0
2006-09-08,4.48,0.22%,0
2006-09-09,4.48,-0.22%,down
2006-09-10,4.48,-0.22%,down
2006-09-11,4.47,-0.22%,down
2006-09-12,4.47,0.00%,0
2006-09-13,4.47,0.00%,0
2006-09-14,4.47,0.00%,0
2006-09-15,4.47,0.00%,0
2006-09-16,4.47,0.00%,0
2006-09-17,4.47,0.00%,0
2006-09-18,4.47,0.00%,0
2006-09-19,4.47,0.00%,0
2006-09-20,4.47,0.00%,0
2006-09-21,4.48,0.22%,0
2006-09-22,4.49,0.22%,0
2006-09-23,4.49,-0.22%,down
2006-09-24,4.49,-0.22%,down
2006-09-25,4.48,-0.22%,down
2006-09-26,4.47,-0.22%,down
2006-09-27,4.47,0.00%,0
2006-09-28,4.47,0.00%,0
2006-09-29,4.48,0.22%,0
2006-09-30,4.48,-0.89%,down
2006-10-01,4.48,-0.89%,down
2006-10-02,4.44,-0.89%,down
2006-10-03,4.44,0.23%,0
2006-10-04,4.45,0.23%,0
2006-10-05,4.45,0.67%,0
2006-10-06,4.45,0.67%,0
2006-10-07,4.45,0.67%,0
2006-10-08,4.45,0.67%,0
2006-10-09,4.48,0.67%,0
2006-10-10,4.48,0.00%,0
2006-10-11,4.47,-0.22%,down
2006-10-12,4.48,0.22%,0
2006-10-13,4.48,0.00%,0
2006-10-14,4.48,0.00%,0
2006-10-15,4.48,0.00%,0
2006-10-16,4.48,0.00%,0
2006-10-17,4.48,0.00%,0
2006-10-18,4.48,0.00%,0
2006-10-19,4.49,0.22%,0
2006-10-20,4.48,-0.22%,down
2006-10-21,4.48,0.00%,0
2006-10-22,4.48,0.00%,0
2006-10-23,4.48,0.00%,0
2006-10-24,4.48,0.00%,0
2006-10-25,4.48,0.00%,0
2006-10-26,4.48,0.00%,0
2006-10-27,4.47,-0.22%,down
2006-10-28,4.47,0.22%,0
2006-10-29,4.47,0.22%,0
2006-10-30,4.48,0.22%,0
2006-10-31,4.48,0.00%,0
2006-11-01,4.47,-0.22%,down
2006-11-02,4.47,0.00%,0
2006-11-03,4.47,0.00%,0
2006-11-04,4.47,-0.67%,down
2006-11-05,4.47,-0.67%,down
2006-11-06,4.44,-0.67%,down
2006-11-07,4.49,1.13%,
2006-11-08,4.48,-0.22%,down
2006-11-09,4.48,0.00%,0
2006-11-10,4.47,-0.22%,down
2006-11-11,4.47,0.00%,0
2006-11-12,4.47,0.00%,0
2006-11-13,4.47,0.00%,0
2006-11-14,4.47,0.00%,0
2006-11-15,4.48,0.22%,0
2006-11-16,4.48,0.00%,0
2006-11-17,4.47,-0.22%,down
2006-11-18,4.47,0.00%,0
2006-11-19,4.47,0.00%,0
2006-11-20,4.47,0.00%,0
2006-11-21,4.49,0.45%,0
2006-11-22,4.49,0.00%,0
2006-11-23,4.47,-0.45%,down
2006-11-24,4.47,0.00%,0
2006-11-25,4.47,-0.22%,down
2006-11-26,4.47,-0.22%,down
2006-11-27,4.46,-0.22%,down
2006-11-28,4.47,0.22%,0
2006-11-29,4.47,0.00%,0
2006-11-30,4.49,0.45%,0
2006-12-01,4.47,-0.45%,down
2006-12-02,4.47,0.00%,0
2006-12-03,4.47,0.00%,0
2006-12-04,4.47,0.00%,0
2006-12-05,4.46,-0.22%,down
2006-12-06,4.49,0.67%,0
2006-12-07,4.36,-2.90%,down
2006-12-08,4.46,2.29%,
2006-12-09,4.46,-0.22%,down
2006-12-10,4.46,-0.22%,down
2006-12-11,4.45,-0.22%,down
2006-12-12,4.45,0.00%,0
2006-12-13,4.47,0.45%,0
2006-12-14,4.47,0.00%,0
2006-12-15,4.48,0.22%,0
2006-12-16,4.48,0.00%,0
2006-12-17,4.48,0.00%,0
2006-12-18,4.48,0.00%,0
2006-12-19,4.49,0.22%,0
2006-12-20,4.5,0.22%,0
2006-12-21,4.49,-0.22%,down
2006-12-22,4.53,0.89%,0
2006-12-23,4.53,0.66%,0
2006-12-24,4.53,0.66%,0
2006-12-25,4.53,0.66%,0
2006-12-26,4.56,0.66%,0
2006-12-27,4.55,-0.22%,down
2006-12-28,4.58,0.66%,0
2006-12-29,4.6,0.44%,0
2006-12-30,4.6,-1.30%,down
2006-12-31,4.6,-1.30%,down
2007-01-01,4.6,-1.30%,down
2007-01-02,4.54,-1.30%,down
2007-01-03,4.56,0.44%,0
2007-01-04,4.67,2.41%,
2007-01-05,4.66,-0.21%,down
2007-01-06,4.66,-1.07%,down
2007-01-07,4.66,-1.07%,down
2007-01-08,4.61,-1.07%,down
2007-01-09,4.62,0.22%,0
2007-01-10,4.67,1.08%,
2007-01-11,4.63,-0.86%,down
2007-01-12,4.64,0.22%,0
2007-01-13,4.64,0.00%,0
2007-01-14,4.64,0.00%,0
2007-01-15,4.64,0.00%,0
2007-01-16,4.64,0.00%,0
2007-01-17,4.67,0.65%,0
2007-01-18,4.71,0.86%,0
2007-01-19,4.58,-2.76%,down
2007-01-20,4.58,0.66%,0
2007-01-21,4.58,0.66%,0
2007-01-22,4.61,0.66%,0
2007-01-23,4.6,-0.22%,down
2007-01-24,4.61,0.22%,0
2007-01-25,4.62,0.22%,0
2007-01-26,4.7,1.73%,
2007-01-27,4.7,0.00%,0
2007-01-28,4.7,0.00%,0
2007-01-29,4.7,0.00%,0
2007-01-30,4.61,-1.91%,down
2007-01-31,4.61,0.00%,0
2007-02-01,4.6,-0.22%,down
2007-02-02,4.6,0.00%,0
2007-02-03,4.6,-1.30%,down
2007-02-04,4.6,-1.30%,down
2007-02-05,4.54,-1.30%,down
2007-02-06,4.46,-1.76%,down
2007-02-07,4.49,0.67%,0
2007-02-08,4.55,1.34%,
2007-02-09,4.55,0.00%,0
2007-02-10,4.55,0.22%,0
2007-02-11,4.55,0.22%,0
2007-02-12,4.56,0.22%,0
2007-02-13,4.61,1.10%,
2007-02-14,4.68,1.52%,
2007-02-15,4.7,0.43%,0
2007-02-16,4.85,3.19%,
2007-02-17,4.85,-1.86%,down
2007-02-18,4.85,-1.86%,down
2007-02-19,4.85,-1.86%,down
2007-02-20,4.76,-1.86%,down
2007-02-21,4.57,-3.99%,down
2007-02-22,4.57,0.00%,0
2007-02-23,4.56,-0.22%,down
2007-02-24,4.56,-1.32%,down
2007-02-25,4.56,-1.32%,down
2007-02-26,4.5,-1.32%,down
2007-02-27,4.5,0.00%,0
2007-02-28,4.55,1.11%,
2007-03-01,4.55,0.89%,0
2007-03-02,4.54,0.89%,0
2007-03-03,4.54,1.10%,
2007-03-04,4.54,1.10%,
2007-03-05,4.59,1.10%,
2007-03-06,4.55,-0.87%,down
2007-03-07,4.57,0.44%,0
2007-03-08,4.55,-0.44%,down
2007-03-09,4.59,0.88%,0
2007-03-10,4.59,0.44%,0
2007-03-11,4.59,0.44%,0
2007-03-12,4.61,0.44%,0
2007-03-13,4.61,0.00%,0
2007-03-14,4.64,0.65%,0
2007-03-15,4.64,0.00%,0
2007-03-16,4.64,0.00%,0
2007-03-17,4.64,0.00%,0
2007-03-18,4.64,0.00%,0
2007-03-19,4.64,0.00%,0
2007-03-20,4.61,-0.65%,down
2007-03-21,4.5,-2.39%,down
2007-03-22,4.45,-1.11%,down
2007-03-23,4.59,3.15%,
2007-03-24,4.59,0.44%,0
2007-03-25,4.59,0.44%,0
2007-03-26,4.61,0.44%,0
2007-03-27,4.61,0.00%,0
2007-03-28,4.58,-0.65%,down
2007-03-29,4.61,0.66%,0
2007-03-30,4.63,0.43%,0
2007-03-31,4.63,0.00%,0
2007-04-01,4.63,0.00%,0
2007-04-02,4.63,0.00%,0
2007-04-03,4.62,-0.22%,down
2007-04-04,4.6,-0.43%,down
2007-04-05,4.4,-4.35%,down
2007-04-06,4.35,-1.14%,down
2007-04-07,4.35,5.98%,
2007-04-08,4.35,5.98%,
2007-04-09,4.61,5.98%,
2007-04-10,4.61,0.00%,0
2007-04-11,4.61,0.00%,0
2007-04-12,4.62,0.22%,0
2007-04-13,4.63,0.22%,0
2007-04-14,4.63,0.00%,0
2007-04-15,4.63,0.00%,0
2007-04-16,4.63,0.00%,0
2007-04-17,4.63,0.00%,0
2007-04-18,4.63,0.00%,0
2007-04-19,4.6,-0.65%,down
2007-04-20,4.71,1.73%,
2007-04-21,4.71,-1.49%,down
2007-04-22,4.71,-1.49%,down
2007-04-23,4.64,-1.49%,down
2007-04-24,4.67,-0.85%,down
2007-04-25,4.74,1.50%,
2007-04-26,5.04,6.33%,
2007-04-27,5.09,0.99%,0
2007-04-28,5.09,-4.13%,down
2007-04-29,5.09,-4.13%,down
2007-04-30,4.88,-4.13%,down
2007-05-01,4.88,-2.25%,down
2007-05-02,4.77,-2.25%,down
2007-05-03,4.74,-0.63%,down
2007-05-04,4.69,-1.05%,down
2007-05-05,4.69,0.64%,0
2007-05-06,4.69,0.64%,0
2007-05-07,4.72,0.64%,0
2007-05-08,4.63,-1.91%,down
2007-05-09,4.63,0.00%,0
2007-05-10,4.63,0.00%,0
2007-05-11,4.61,-0.43%,down
2007-05-12,4.61,0.22%,0
2007-05-13,4.61,0.22%,0
2007-05-14,4.62,0.22%,0
2007-05-15,4.61,-0.22%,down
2007-05-16,4.61,0.00%,0
2007-05-17,4.61,0.00%,0
2007-05-18,4.57,-0.87%,down
2007-05-19,4.57,0.44%,0
2007-05-20,4.57,0.44%,0
2007-05-21,4.59,0.44%,0
2007-05-22,4.52,-1.53%,down
2007-05-23,4.58,1.33%,
2007-05-24,4.58,0.00%,0
2007-05-25,4.58,0.00%,0
2007-05-26,4.58,-0.87%,down
2007-05-27,4.58,-0.87%,down
2007-05-28,4.54,-0.87%,down
2007-05-29,4.55,0.22%,0
2007-05-30,4.56,0.22%,0
2007-05-31,4.55,-0.22%,down
2007-06-01,4.52,-0.66%,down
2007-06-02,4.52,-0.22%,down
2007-06-03,4.52,-0.22%,down
2007-06-04,4.51,-0.22%,down
2007-06-05,4.49,-0.44%,down
2007-06-06,4.49,-1.11%,down
2007-06-07,4.44,-1.11%,down
2007-06-08,4.52,1.80%,
2007-06-09,4.52,0.44%,0
2007-06-10,4.52,0.44%,0
2007-06-11,4.54,0.44%,0
2007-06-12,4.54,0.00%,0
2007-06-13,4.58,0.88%,0
2007-06-14,4.59,0.22%,0
2007-06-15,4.59,1.10%,
2007-06-16,4.59,0.00%,0
2007-06-17,4.59,0.00%,0
2007-06-18,4.59,0.00%,0
2007-06-19,4.59,0.00%,0
2007-06-20,4.56,-0.65%,down
2007-06-21,4.54,-0.44%,down
2007-06-22,4.47,-1.54%,down
2007-06-23,4.47,1.12%,
2007-06-24,4.47,1.12%,
2007-06-25,4.52,1.12%,
2007-06-26,4.51,-0.22%,down
2007-06-27,4.51,0.00%,0
2007-06-28,4.51,0.00%,0
2007-06-29,4.52,0.22%,0
2007-06-30,4.52,-0.44%,down
2007-07-01,4.52,-0.44%,down
2007-07-02,4.5,-0.44%,down
2007-07-03,4.5,0.00%,0
2007-07-04,4.48,-0.44%,down
2007-07-05,4.42,-1.34%,down
2007-07-06,4.37,-1.13%,down
2007-07-07,4.37,2.29%,
2007-07-08,4.37,2.29%,
2007-07-09,4.47,2.29%,
2007-07-10,4.47,2.29%,
2007-07-11,4.48,0.22%,0
2007-07-12,4.72,5.59%,
2007-07-13,4.71,-0.21%,down
2007-07-14,4.71,0.42%,0
2007-07-15,4.71,0.42%,0
2007-07-16,4.73,0.42%,0
2007-07-17,4.73,0.85%,0
2007-07-18,4.77,0.85%,0
2007-07-19,4.85,1.68%,
2007-07-20,4.87,2.10%,
2007-07-21,4.87,-1.85%,down
2007-07-22,4.87,-1.85%,down
2007-07-23,4.78,-1.85%,down
2007-07-24,4.78,0.00%,0
2007-07-25,4.78,0.00%,0
2007-07-26,4.78,0.00%,0
2007-07-27,4.77,-0.21%,down
2007-07-28,4.77,-0.21%,down
2007-07-29,4.77,-0.21%,down
2007-07-30,4.76,-0.21%,down
2007-07-31,4.76,0.00%,0
2007-08-01,4.58,-3.78%,down
2007-08-02,4.65,1.53%,
2007-08-03,4.69,-1.47%,down
2007-08-04,4.69,-0.43%,down
2007-08-05,4.69,-0.43%,down
2007-08-06,4.67,-0.43%,down
2007-08-07,4.68,0.21%,0
2007-08-08,4.7,0.43%,0
2007-08-09,5.01,6.60%,
2007-08-10,5.02,0.20%,0
2007-08-11,5.02,-0.40%,down
2007-08-12,5.02,-0.40%,down
2007-08-13,5.0,-0.40%,down
2007-08-14,4.99,-0.20%,down
2007-08-15,4.99,-0.20%,down
2007-08-16,4.98,-0.20%,down
2007-08-17,4.98,0.00%,0
2007-08-18,4.98,0.00%,0
2007-08-19,4.98,0.00%,0
2007-08-20,4.98,0.00%,0
2007-08-21,4.98,0.00%,0
2007-08-22,4.97,-0.20%,down
2007-08-23,4.98,0.20%,0
2007-08-24,4.98,0.00%,0
2007-08-25,4.98,0.00%,0
2007-08-26,4.98,0.00%,0
2007-08-27,4.98,0.00%,0
2007-08-28,4.98,0.00%,0
2007-08-29,4.97,-0.20%,down
2007-08-30,4.97,0.00%,0
2007-08-31,4.98,0.20%,0
2007-09-01,4.98,0.40%,0
2007-09-02,4.98,0.40%,0
2007-09-03,5.0,0.40%,0
2007-09-04,4.98,-0.40%,down
2007-09-05,4.97,-0.20%,down
2007-09-06,4.93,-0.80%,down
2007-09-07,4.9,-0.61%,down
2007-09-08,4.9,1.43%,
2007-09-09,4.9,1.43%,
2007-09-10,4.97,1.43%,
2007-09-11,4.98,0.20%,0
2007-09-12,4.98,0.00%,0
2007-09-13,4.99,0.20%,0
2007-09-14,4.99,0.00%,0
2007-09-15,4.99,0.00%,0
2007-09-16,4.99,0.00%,0
2007-09-17,4.99,0.00%,0
2007-09-18,4.99,0.00%,0
2007-09-19,4.97,-0.40%,down
2007-09-20,4.91,-1.21%,down
2007-09-21,4.9,-1.41%,down
2007-09-22,4.9,1.63%,
2007-09-23,4.9,1.63%,
2007-09-24,4.9,1.63%,
2007-09-25,4.9,1.63%,
2007-09-26,4.9,1.63%,
2007-09-27,4.98,1.63%,
2007-09-28,4.98,0.00%,0
2007-09-29,4.98,0.20%,0
2007-09-30,4.98,0.20%,0
2007-10-01,4.99,0.20%,0
2007-10-02,4.98,-0.20%,down
2007-10-03,4.98,0.60%,0
2007-10-04,5.01,0.60%,0
2007-10-05,5.0,-0.20%,down
2007-10-06,5.0,-0.40%,down
2007-10-07,5.0,-0.40%,down
2007-10-08,4.98,-0.40%,down
2007-10-09,4.98,-0.40%,down
2007-10-10,4.99,0.20%,0
2007-10-11,5.0,0.20%,0
2007-10-12,5.01,0.20%,0
2007-10-13,5.01,0.20%,0
2007-10-14,5.01,0.20%,0
2007-10-15,5.02,0.20%,0
2007-10-16,5.01,-0.20%,down
2007-10-17,5.0,-0.20%,down
2007-10-18,5.0,0.00%,0
2007-10-19,5.01,0.20%,0
2007-10-20,5.01,-0.40%,down
2007-10-21,5.01,-0.40%,down
2007-10-22,4.99,-0.40%,down
2007-10-23,5.0,-0.20%,down
2007-10-24,5.02,0.40%,0
2007-10-25,5.02,0.00%,0
2007-10-26,5.02,0.00%,0
2007-10-27,5.02,-0.20%,down
2007-10-28,5.02,-0.20%,down
2007-10-29,5.01,-0.20%,down
2007-10-30,5.02,0.20%,0
2007-10-31,5.02,0.00%,0
2007-11-01,5.0,-0.40%,down
2007-11-02,4.98,-0.40%,down
2007-11-03,4.98,0.00%,0
2007-11-04,4.98,0.00%,0
2007-11-05,4.98,0.00%,0
2007-11-06,5.04,1.20%,
2007-11-07,5.01,-0.60%,down
2007-11-08,5.01,0.00%,0
2007-11-09,5.01,0.00%,0
2007-11-10,5.01,0.20%,0
2007-11-11,5.01,0.20%,0
2007-11-12,5.02,0.20%,0
2007-11-13,5.01,-0.20%,down
2007-11-14,5.01,0.00%,0
2007-11-15,5.01,0.00%,0
2007-11-16,5.01,0.00%,0
2007-11-17,5.01,0.00%,0
2007-11-18,5.01,0.00%,0
2007-11-19,5.01,0.00%,0
2007-11-20,4.98,-0.60%,down
2007-11-21,4.99,0.20%,0
2007-11-22,4.98,-0.20%,down
2007-11-23,5.0,0.40%,0
2007-11-24,5.0,0.20%,0
2007-11-25,5.0,0.20%,0
2007-11-26,5.01,0.20%,0
2007-11-27,5.0,-0.20%,down
2007-11-28,5.01,0.00%,0
2007-11-29,5.01,0.00%,0
2007-11-30,5.02,0.20%,0
2007-12-01,5.02,-0.40%,down
2007-12-02,5.02,-0.40%,down
2007-12-03,5.0,-0.40%,down
2007-12-04,5.0,0.00%,0
2007-12-05,4.96,-0.80%,down
2007-12-06,4.86,-2.02%,down
2007-12-07,4.79,-3.43%,down
2007-12-08,4.79,4.18%,
2007-12-09,4.79,4.18%,
2007-12-10,4.99,4.18%,
2007-12-11,4.99,0.00%,0
2007-12-12,5.0,0.20%,0
2007-12-13,4.99,0.00%,0
2007-12-14,4.99,0.00%,0
2007-12-15,4.99,0.20%,0
2007-12-16,4.99,0.20%,0
2007-12-17,5.0,0.20%,0
2007-12-18,5.0,0.20%,0
2007-12-19,5.0,0.00%,0
2007-12-20,5.0,0.00%,0
2007-12-21,4.99,-0.20%,down
2007-12-22,4.99,0.20%,0
2007-12-23,4.99,0.20%,0
2007-12-24,5.0,0.20%,0
2007-12-25,5.0,0.00%,0
2007-12-26,5.0,0.00%,0
2007-12-27,5.0,0.00%,0
