0,1,2,3
2015-10-01,1.47,-1.34%,down
2015-10-02,1.46,-0.68%,down
2015-10-03,1.46,0.68%,0
2015-10-04,1.46,0.68%,0
2015-10-05,1.47,0.68%,0
2015-10-06,1.5,2.04%,
2015-10-07,1.49,-0.67%,down
2015-10-08,1.48,-0.67%,down
2015-10-09,1.48,0.00%,0
2015-10-10,1.48,0.00%,0
2015-10-11,1.48,0.00%,0
2015-10-12,1.48,0.00%,0
2015-10-13,1.48,0.00%,0
2015-10-14,1.48,0.00%,0
2015-10-15,1.48,0.00%,0
2015-10-16,1.49,0.68%,0
2015-10-17,1.49,0.00%,0
2015-10-18,1.49,0.00%,0
2015-10-19,1.49,0.00%,0
2015-10-20,1.49,0.00%,0
2015-10-21,1.49,0.00%,0
2015-10-22,1.49,0.00%,0
2015-10-23,1.49,0.00%,0
2015-10-24,1.49,-0.67%,down
2015-10-25,1.49,-0.67%,down
2015-10-26,1.48,-0.67%,down
2015-10-27,1.48,0.00%,0
2015-10-28,1.48,0.00%,0
2015-10-29,1.48,0.00%,0
2015-10-30,1.5,1.35%,
2015-10-31,1.5,0.00%,0
2015-11-01,1.5,0.00%,0
2015-11-02,1.5,0.00%,0
2015-11-03,1.5,0.00%,0
2015-11-04,1.5,0.00%,0
2015-11-05,1.49,-0.67%,down
2015-11-06,1.49,0.00%,0
2015-11-07,1.49,0.67%,0
2015-11-08,1.49,0.67%,0
2015-11-09,1.5,0.67%,0
2015-11-10,1.49,-0.67%,down
2015-11-11,1.49,0.00%,0
2015-11-12,1.5,0.67%,0
2015-11-13,1.49,-0.67%,down
2015-11-14,1.49,0.00%,0
2015-11-15,1.49,0.00%,0
2015-11-16,1.49,0.00%,0
2015-11-17,1.49,0.00%,0
2015-11-18,1.49,0.00%,0
2015-11-19,1.49,0.00%,0
2015-11-20,1.49,0.00%,0
2015-11-21,1.49,0.00%,0
2015-11-22,1.49,0.00%,0
2015-11-23,1.49,0.00%,0
2015-11-24,1.49,0.00%,0
2015-11-25,1.5,0.67%,0
2015-11-26,1.49,-0.67%,down
2015-11-27,1.49,0.00%,0
2015-11-28,1.49,0.67%,0
2015-11-29,1.49,0.67%,0
2015-11-30,1.5,0.67%,0
2015-12-01,1.48,-1.33%,down
2015-12-02,1.44,-2.70%,down
2015-12-03,1.45,0.69%,0
2015-12-04,1.4,-3.45%,down
2015-12-05,1.4,2.86%,
2015-12-06,1.4,2.86%,
2015-12-07,1.44,2.86%,
2015-12-08,1.46,1.39%,
2015-12-09,1.46,0.00%,0
2015-12-10,1.48,1.37%,
2015-12-11,1.48,0.00%,0
2015-12-12,1.48,0.00%,0
2015-12-13,1.48,0.00%,0
2015-12-14,1.48,0.00%,0
2015-12-15,1.46,-1.35%,down
2015-12-16,1.46,0.00%,0
2015-12-17,1.46,0.00%,0
2015-12-18,1.48,1.37%,
2015-12-19,1.48,0.00%,0
2015-12-20,1.48,0.00%,0
2015-12-21,1.48,0.00%,0
2015-12-22,1.48,0.00%,0
2015-12-23,1.49,0.68%,0
2015-12-24,1.49,0.00%,0
2015-12-25,1.49,0.00%,0
2015-12-26,1.49,0.00%,0
2015-12-27,1.49,0.00%,0
2015-12-28,1.49,0.00%,0
2015-12-29,1.49,0.00%,0
2015-12-30,1.49,0.00%,0
2015-12-31,1.52,2.01%,
2016-01-01,1.52,-2.63%,down
2016-01-02,1.52,-2.63%,down
2016-01-03,1.52,-2.63%,down
2016-01-04,1.48,-2.63%,down
2016-01-05,1.49,0.68%,0
2016-01-06,1.49,0.00%,0
2016-01-07,1.49,0.00%,0
2016-01-08,1.49,0.00%,0
2016-01-09,1.49,0.00%,0
2016-01-10,1.49,0.00%,0
2016-01-11,1.49,0.00%,0
2016-01-12,1.5,0.67%,0
2016-01-13,1.5,0.00%,0
2016-01-14,1.49,-0.67%,down
2016-01-15,1.5,0.67%,0
2016-01-16,1.5,0.00%,0
2016-01-17,1.5,0.00%,0
2016-01-18,1.5,0.00%,0
2016-01-19,1.48,-1.33%,down
2016-01-20,1.49,0.68%,0
2016-01-21,1.49,0.00%,0
2016-01-22,1.48,-0.67%,down
2016-01-23,1.48,0.00%,0
2016-01-24,1.48,0.00%,0
2016-01-25,1.48,0.00%,0
2016-01-26,1.48,0.00%,0
2016-01-27,1.48,0.00%,0
2016-01-28,1.48,0.00%,0
2016-01-29,1.5,1.35%,
2016-01-30,1.5,-0.67%,down
2016-01-31,1.5,-0.67%,down
2016-02-01,1.49,-0.67%,down
2016-02-02,1.49,0.00%,0
2016-02-03,1.49,0.00%,0
2016-02-04,1.51,1.34%,
2016-02-05,1.47,-2.65%,down
2016-02-06,1.47,1.36%,
2016-02-07,1.47,1.36%,
2016-02-08,1.47,1.36%,
2016-02-09,1.47,1.36%,
2016-02-10,1.47,1.36%,
2016-02-11,1.49,1.36%,
2016-02-12,1.48,-0.67%,down
2016-02-13,1.48,0.00%,0
2016-02-14,1.48,0.00%,0
2016-02-15,1.48,0.00%,0
2016-02-16,1.47,-0.68%,down
2016-02-17,1.48,0.68%,0
2016-02-18,1.48,0.00%,0
2016-02-19,1.47,-0.68%,down
2016-02-20,1.47,0.68%,0
2016-02-21,1.47,0.68%,0
2016-02-22,1.48,0.68%,0
2016-02-23,1.49,0.68%,0
2016-02-24,1.49,0.00%,0
2016-02-25,1.49,0.00%,0
2016-02-26,1.5,0.67%,0
2016-02-27,1.5,1.33%,
2016-02-28,1.5,1.33%,
2016-02-29,1.52,1.33%,
2016-03-01,1.52,-1.32%,down
2016-03-02,1.5,-1.32%,down
2016-03-03,1.49,-0.67%,down
2016-03-04,1.49,0.00%,0
2016-03-05,1.49,0.00%,0
2016-03-06,1.49,0.00%,0
2016-03-07,1.49,0.00%,0
2016-03-08,1.49,0.00%,0
2016-03-09,1.48,-0.67%,down
2016-03-10,1.5,1.35%,
2016-03-11,1.48,-1.33%,down
2016-03-12,1.48,0.00%,0
2016-03-13,1.48,0.00%,0
2016-03-14,1.48,0.00%,0
2016-03-15,1.48,0.00%,0
2016-03-16,1.48,0.00%,0
2016-03-17,1.48,0.00%,0
2016-03-18,1.49,0.68%,0
2016-03-19,1.49,0.00%,0
2016-03-20,1.49,0.00%,0
2016-03-21,1.49,0.00%,0
2016-03-22,1.49,0.00%,0
2016-03-23,1.49,0.00%,0
2016-03-24,1.49,0.00%,0
2016-03-25,1.49,0.00%,0
2016-03-26,1.49,0.00%,0
2016-03-27,1.49,0.00%,0
2016-03-28,1.49,0.00%,0
2016-03-29,1.49,0.00%,0
2016-03-30,1.51,1.34%,
2016-03-31,1.53,1.32%,
2016-04-01,1.5,-1.96%,down
2016-04-02,1.5,-2.67%,down
2016-04-03,1.5,-2.67%,down
2016-04-04,1.46,-2.67%,down
2016-04-05,1.49,2.05%,
2016-04-06,1.48,-0.67%,down
2016-04-07,1.48,0.00%,0
2016-04-08,1.48,0.00%,0
2016-04-09,1.48,0.00%,0
2016-04-10,1.48,0.00%,0
2016-04-11,1.48,0.00%,0
2016-04-12,1.48,0.00%,0
2016-04-13,1.48,0.68%,0
2016-04-14,1.49,0.68%,0
2016-04-15,1.48,-0.67%,down
2016-04-16,1.48,0.68%,0
2016-04-17,1.48,0.68%,0
2016-04-18,1.49,0.68%,0
2016-04-19,1.48,-0.67%,down
2016-04-20,1.49,0.68%,0
2016-04-21,1.48,-0.67%,down
2016-04-22,1.48,0.00%,0
2016-04-23,1.48,0.68%,0
2016-04-24,1.48,0.68%,0
2016-04-25,1.49,0.68%,0
2016-04-26,1.49,0.00%,0
2016-04-27,1.48,-0.67%,down
2016-04-28,1.48,0.00%,0
2016-04-29,1.5,1.35%,
2016-04-30,1.5,-1.33%,down
2016-05-01,1.5,-1.33%,down
2016-05-02,1.48,-1.33%,down
2016-05-03,1.48,0.00%,0
2016-05-04,1.48,0.00%,0
2016-05-05,1.48,0.00%,0
2016-05-06,1.48,0.00%,0
2016-05-07,1.48,0.00%,0
2016-05-08,1.48,0.00%,0
2016-05-09,1.48,0.00%,0
2016-05-10,1.5,1.35%,
2016-05-11,1.54,2.67%,
2016-05-12,1.49,-3.25%,down
2016-05-13,1.49,0.00%,0
2016-05-14,1.49,0.00%,0
2016-05-15,1.49,0.00%,0
2016-05-16,1.49,0.00%,0
2016-05-17,1.49,0.00%,0
2016-05-18,1.49,0.00%,0
2016-05-19,1.49,0.00%,0
2016-05-20,1.49,0.00%,0
2016-05-21,1.49,0.00%,0
2016-05-22,1.49,0.00%,0
2016-05-23,1.49,0.00%,0
2016-05-24,1.49,0.00%,0
2016-05-25,1.49,0.00%,0
2016-05-26,1.49,0.00%,0
2016-05-27,1.48,-0.67%,down
2016-05-28,1.48,0.00%,0
2016-05-29,1.48,0.00%,0
2016-05-30,1.48,0.00%,0
2016-05-31,1.48,0.00%,0
2016-06-01,1.48,0.00%,0
2016-06-02,1.49,0.68%,0
2016-06-03,1.47,-1.34%,down
2016-06-04,1.47,1.36%,
2016-06-05,1.47,1.36%,
2016-06-06,1.47,1.36%,
2016-06-07,1.49,1.36%,
2016-06-08,1.48,-0.67%,down
2016-06-09,1.24,-16.22%,down
2016-06-10,1.24,0.00%,0
2016-06-11,1.24,0.00%,0
2016-06-12,1.24,0.00%,0
2016-06-13,1.24,0.00%,0
2016-06-14,1.24,0.00%,0
2016-06-15,1.24,0.00%,0
2016-06-16,1.24,0.00%,0
2016-06-17,1.24,0.00%,0
2016-06-18,1.24,0.00%,0
2016-06-19,1.24,0.00%,0
2016-06-20,1.24,0.00%,0
2016-06-21,1.24,0.00%,0
2016-06-22,1.24,0.00%,0
2016-06-23,1.24,0.00%,0
2016-06-24,1.24,0.00%,0
2016-06-25,1.24,0.00%,0
2016-06-26,1.24,0.00%,0
2016-06-27,1.24,0.00%,0
2016-06-28,1.22,-1.61%,down
2016-06-29,1.22,0.00%,0
2016-06-30,1.23,0.82%,0
2016-07-01,1.2,-2.44%,down
2016-07-02,1.2,0.00%,0
2016-07-03,1.2,0.00%,0
2016-07-04,1.2,0.00%,0
2016-07-05,1.23,2.50%,
2016-07-06,1.23,0.00%,0
2016-07-07,1.23,0.00%,0
2016-07-08,1.23,0.00%,0
2016-07-09,1.23,0.00%,0
2016-07-10,1.23,0.00%,0
2016-07-11,1.23,0.00%,0
2016-07-12,1.23,0.00%,0
2016-07-13,1.23,0.00%,0
2016-07-14,1.23,0.00%,0
2016-07-15,1.23,0.00%,0
2016-07-16,1.23,0.00%,0
2016-07-17,1.23,0.00%,0
2016-07-18,1.23,0.00%,0
2016-07-19,1.23,0.00%,0
2016-07-20,1.23,0.00%,0
2016-07-21,1.23,0.00%,0
2016-07-22,1.23,0.00%,0
2016-07-23,1.23,0.00%,0
2016-07-24,1.23,0.00%,0
2016-07-25,1.23,0.00%,0
2016-07-26,1.23,0.00%,0
2016-07-27,1.21,-1.63%,down
2016-07-28,1.22,0.83%,0
2016-07-29,1.24,1.64%,
2016-07-30,1.24,-0.81%,down
2016-07-31,1.24,-0.81%,down
2016-08-01,1.23,-0.81%,down
2016-08-02,1.23,0.00%,0
2016-08-03,1.23,0.00%,0
2016-08-04,1.23,0.00%,0
2016-08-05,1.23,0.00%,0
2016-08-06,1.23,0.00%,0
2016-08-07,1.23,0.00%,0
2016-08-08,1.23,0.00%,0
2016-08-09,1.23,0.00%,0
2016-08-10,1.23,0.00%,0
2016-08-11,1.23,0.00%,0
2016-08-12,1.23,0.00%,0
2016-08-13,1.23,0.00%,0
2016-08-14,1.23,0.00%,0
2016-08-15,1.23,0.00%,0
2016-08-16,1.23,0.00%,0
2016-08-17,1.23,0.00%,0
2016-08-18,1.23,0.00%,0
2016-08-19,1.23,0.00%,0
2016-08-20,1.23,0.00%,0
2016-08-21,1.23,0.00%,0
2016-08-22,1.23,0.00%,0
2016-08-23,1.23,0.00%,0
2016-08-24,1.24,0.81%,0
2016-08-25,1.24,0.00%,0
2016-08-26,1.24,0.00%,0
2016-08-27,1.24,0.00%,0
2016-08-28,1.24,0.00%,0
2016-08-29,1.24,0.00%,0
2016-08-30,1.24,0.00%,0
2016-08-31,1.25,0.81%,0
2016-09-01,1.24,-0.80%,down
2016-09-02,1.23,-0.81%,down
2016-09-03,1.23,-0.81%,down
2016-09-04,1.23,-0.81%,down
2016-09-05,1.22,-0.81%,down
2016-09-06,1.24,1.64%,
2016-09-07,1.23,-0.81%,down
2016-09-08,1.25,1.63%,
2016-09-09,1.25,0.00%,0
2016-09-10,1.25,-0.80%,down
2016-09-11,1.25,-0.80%,down
2016-09-12,1.24,-0.80%,down
2016-09-13,1.24,0.00%,0
2016-09-14,1.24,0.00%,0
2016-09-15,1.24,0.00%,0
2016-09-16,1.24,0.00%,0
2016-09-17,1.24,0.00%,0
2016-09-18,1.24,0.00%,0
2016-09-19,1.24,0.00%,0
2016-09-20,1.24,0.00%,0
2016-09-21,1.24,0.00%,0
2016-09-22,1.24,0.00%,0
2016-09-23,1.24,0.00%,0
2016-09-24,1.24,0.00%,0
2016-09-25,1.24,0.00%,0
2016-09-26,1.24,0.00%,0
2016-09-27,1.24,0.00%,0
2016-09-28,1.25,0.81%,0
2016-09-29,1.25,0.00%,0
2016-09-30,1.26,0.80%,0
2016-10-01,1.26,-0.79%,down
2016-10-02,1.26,-0.79%,down
2016-10-03,1.26,-0.79%,down
2016-10-04,1.25,-0.79%,down
2016-10-05,1.24,-0.80%,down
2016-10-06,1.24,0.00%,0
2016-10-07,1.23,-0.81%,down
2016-10-08,1.23,0.00%,0
2016-10-09,1.23,0.00%,0
2016-10-10,1.23,0.00%,0
2016-10-11,1.24,0.81%,0
2016-10-12,1.24,0.00%,0
2016-10-13,1.23,-0.81%,down
2016-10-14,1.24,0.81%,0
2016-10-15,1.24,0.00%,0
2016-10-16,1.24,0.00%,0
2016-10-17,1.24,0.00%,0
2016-10-18,1.23,-0.81%,down
2016-10-19,1.23,0.00%,0
2016-10-20,1.23,0.00%,0
2016-10-21,1.24,0.81%,0
2016-10-22,1.24,0.00%,0
2016-10-23,1.24,0.00%,0
2016-10-24,1.24,0.00%,0
2016-10-25,1.23,-0.81%,down
2016-10-26,1.23,0.00%,0
2016-10-27,1.23,0.00%,0
2016-10-28,1.18,-4.07%,down
2016-10-29,1.18,5.08%,
2016-10-30,1.18,5.08%,
2016-10-31,1.24,5.08%,
2016-11-01,1.22,-1.61%,down
2016-11-02,1.22,0.00%,0
2016-11-03,1.22,0.00%,0
2016-11-04,1.24,1.64%,
2016-11-05,1.24,0.00%,0
2016-11-06,1.24,0.00%,0
2016-11-07,1.24,0.00%,0
2016-11-08,1.24,0.00%,0
2016-11-09,1.24,0.00%,0
2016-11-10,1.23,-0.81%,down
2016-11-11,1.23,0.00%,0
2016-11-12,1.23,0.81%,0
2016-11-13,1.23,0.81%,0
2016-11-14,1.24,0.81%,0
2016-11-15,1.24,0.00%,0
2016-11-16,1.24,0.00%,0
2016-11-17,1.24,0.00%,0
2016-11-18,1.23,-0.81%,down
2016-11-19,1.23,-3.25%,down
2016-11-20,1.23,-3.25%,down
2016-11-21,1.19,-3.25%,down
2016-11-22,1.23,3.36%,
2016-11-23,1.23,0.00%,0
2016-11-24,1.23,0.00%,0
2016-11-25,1.22,-0.81%,down
2016-11-26,1.22,-2.46%,down
2016-11-27,1.22,-2.46%,down
2016-11-28,1.19,-2.46%,down
2016-11-29,1.2,0.84%,0
2016-11-30,1.23,2.50%,
2016-12-01,1.21,-1.63%,down
2016-12-02,1.16,-4.13%,down
2016-12-03,1.16,3.45%,
2016-12-04,1.16,3.45%,
2016-12-05,1.2,3.45%,
2016-12-06,1.23,2.50%,
2016-12-07,1.23,0.00%,0
2016-12-08,1.23,0.00%,0
2016-12-09,1.23,0.00%,0
2016-12-10,1.23,0.00%,0
2016-12-11,1.23,0.00%,0
2016-12-12,1.23,0.00%,0
2016-12-13,1.22,-0.81%,down
2016-12-14,1.22,0.00%,0
2016-12-15,1.22,0.00%,0
2016-12-16,1.2,-1.64%,down
2016-12-17,1.2,2.50%,
2016-12-18,1.2,2.50%,
2016-12-19,1.23,2.50%,
2016-12-20,1.2,-2.44%,down
2016-12-21,1.22,1.67%,
2016-12-22,1.23,0.82%,0
2016-12-23,1.24,0.81%,0
2016-12-24,1.24,0.00%,0
2016-12-25,1.24,0.00%,0
2016-12-26,1.24,0.00%,0
2016-12-27,1.24,0.00%,0
2016-12-28,1.23,-0.81%,down
2016-12-29,1.24,0.81%,0
2016-12-30,1.27,2.42%,
2016-12-31,1.27,-0.79%,down
2017-01-01,1.27,-0.79%,down
2017-01-02,1.26,-0.79%,down
2017-01-03,1.24,-1.59%,down
2017-01-04,1.24,0.00%,0
2017-01-05,1.24,0.00%,0
2017-01-06,1.24,0.00%,0
2017-01-07,1.24,0.00%,0
2017-01-08,1.24,0.00%,0
2017-01-09,1.24,0.00%,0
2017-01-10,1.25,0.81%,0
2017-01-11,1.24,-0.80%,down
2017-01-12,1.23,-0.81%,down
2017-01-13,1.24,0.81%,0
2017-01-14,1.24,0.00%,0
2017-01-15,1.24,0.00%,0
2017-01-16,1.24,0.00%,0
2017-01-17,1.23,-0.81%,down
2017-01-18,1.23,0.00%,0
2017-01-19,1.24,0.81%,0
2017-01-20,1.24,0.00%,0
2017-01-21,1.24,0.00%,0
2017-01-22,1.24,0.00%,0
2017-01-23,1.24,0.00%,0
2017-01-24,1.25,0.81%,0
2017-01-25,1.25,0.00%,0
2017-01-26,1.26,0.80%,0
2017-01-27,1.26,-0.79%,down
2017-01-28,1.26,-0.79%,down
2017-01-29,1.26,-0.79%,down
2017-01-30,1.26,-0.79%,down
2017-01-31,1.25,-0.79%,down
2017-02-01,1.23,-1.60%,down
2017-02-02,1.23,0.00%,0
2017-02-03,1.23,0.00%,0
2017-02-04,1.23,-0.81%,down
2017-02-05,1.23,-0.81%,down
2017-02-06,1.22,-0.81%,down
2017-02-07,1.21,-0.82%,down
2017-02-08,1.22,0.83%,0
2017-02-09,1.23,0.82%,0
2017-02-10,1.23,0.00%,0
2017-02-11,1.23,0.00%,0
2017-02-12,1.23,0.00%,0
2017-02-13,1.23,0.00%,0
2017-02-14,1.23,0.00%,0
2017-02-15,1.23,0.00%,0
2017-02-16,1.22,-0.81%,down
2017-02-17,1.23,0.82%,0
2017-02-18,1.23,0.00%,0
2017-02-19,1.23,0.00%,0
2017-02-20,1.23,0.00%,0
2017-02-21,1.23,0.00%,0
2017-02-22,1.24,0.81%,0
2017-02-23,1.24,0.00%,0
2017-02-24,1.24,0.00%,0
2017-02-25,1.24,0.00%,0
2017-02-26,1.24,0.00%,0
2017-02-27,1.24,0.00%,0
2017-02-28,1.26,1.61%,
2017-03-01,1.26,-1.59%,down
2017-03-02,1.24,-1.59%,down
2017-03-03,1.23,-0.81%,down
2017-03-04,1.23,-2.44%,down
2017-03-05,1.23,-2.44%,down
2017-03-06,1.2,-2.44%,down
2017-03-07,1.18,-1.67%,down
2017-03-08,1.23,4.24%,
2017-03-09,1.24,0.81%,0
2017-03-10,1.24,0.00%,0
2017-03-11,1.24,-0.81%,down
2017-03-12,1.24,-0.81%,down
2017-03-13,1.23,-0.81%,down
2017-03-14,1.23,0.00%,0
2017-03-15,1.23,0.00%,0
2017-03-16,1.22,-0.81%,down
2017-03-17,1.2,-1.64%,down
2017-03-18,1.2,1.67%,
2017-03-19,1.2,1.67%,
2017-03-20,1.22,1.67%,
2017-03-21,1.22,0.00%,0
2017-03-22,1.22,0.00%,0
2017-03-23,1.23,0.82%,0
2017-03-24,1.22,-0.81%,down
2017-03-25,1.22,0.82%,0
2017-03-26,1.22,0.82%,0
2017-03-27,1.23,0.82%,0
2017-03-28,1.22,-0.81%,down
2017-03-29,1.24,1.64%,
2017-03-30,1.25,0.81%,0
2017-03-31,1.27,1.60%,
2017-04-01,1.27,-1.57%,down
2017-04-02,1.27,-1.57%,down
2017-04-03,1.25,-1.57%,down
2017-04-04,1.23,-1.60%,down
2017-04-05,1.23,0.00%,0
2017-04-06,1.23,0.00%,0
2017-04-07,1.23,0.00%,0
2017-04-08,1.23,0.00%,0
2017-04-09,1.23,0.00%,0
2017-04-10,1.23,0.00%,0
2017-04-11,1.23,0.00%,0
2017-04-12,1.23,0.00%,0
2017-04-13,1.23,0.00%,0
2017-04-14,1.23,0.00%,0
2017-04-15,1.23,0.00%,0
2017-04-16,1.23,0.00%,0
2017-04-17,1.23,0.00%,0
2017-04-18,1.23,0.00%,0
2017-04-19,1.23,0.00%,0
2017-04-20,1.24,0.81%,0
2017-04-21,1.24,0.00%,0
2017-04-22,1.24,0.00%,0
2017-04-23,1.24,0.00%,0
2017-04-24,1.24,0.00%,0
2017-04-25,1.23,-0.81%,down
2017-04-26,1.22,-0.81%,down
2017-04-27,1.17,-4.10%,down
2017-04-28,1.21,3.42%,
2017-04-29,1.21,0.83%,0
2017-04-30,1.21,0.83%,0
2017-05-01,1.21,0.83%,0
2017-05-02,1.22,0.83%,0
2017-05-03,1.22,0.00%,0
2017-05-04,1.22,0.00%,0
2017-05-05,1.22,0.82%,0
2017-05-06,1.22,0.82%,0
2017-05-07,1.22,0.82%,0
2017-05-08,1.23,0.82%,0
2017-05-09,1.23,0.00%,0
2017-05-10,1.23,0.00%,0
2017-05-11,1.23,0.00%,0
2017-05-12,1.23,0.00%,0
2017-05-13,1.23,0.00%,0
2017-05-14,1.23,0.00%,0
2017-05-15,1.23,0.00%,0
2017-05-16,1.23,0.00%,0
2017-05-17,1.23,0.00%,0
2017-05-18,1.23,0.00%,0
2017-05-19,1.23,0.00%,0
2017-05-20,1.23,0.00%,0
2017-05-21,1.23,0.00%,0
2017-05-22,1.23,0.00%,0
2017-05-23,1.23,0.00%,0
2017-05-24,1.23,0.00%,0
2017-05-25,1.22,-0.81%,down
2017-05-26,1.23,0.82%,0
2017-05-27,1.23,0.00%,0
2017-05-28,1.23,0.00%,0
2017-05-29,1.23,0.00%,0
2017-05-30,1.24,0.81%,0
2017-05-31,1.26,1.61%,
2017-06-01,1.25,-0.79%,down
2017-06-02,1.22,-2.40%,down
2017-06-03,1.22,1.64%,
2017-06-04,1.22,1.64%,
2017-06-05,1.24,1.64%,
2017-06-06,1.24,-0.81%,down
2017-06-07,1.23,-0.81%,down
2017-06-08,1.24,0.81%,0
2017-06-09,1.23,-0.81%,down
2017-06-10,1.23,0.00%,0
2017-06-11,1.23,0.00%,0
2017-06-12,1.23,0.00%,0
2017-06-13,1.23,0.00%,0
2017-06-14,1.23,0.00%,0
2017-06-15,1.23,0.00%,0
2017-06-16,1.23,0.00%,0
2017-06-17,1.23,0.00%,0
2017-06-18,1.23,0.00%,0
2017-06-19,1.23,0.00%,0
2017-06-20,1.23,0.00%,0
2017-06-21,1.23,0.00%,0
2017-06-22,1.23,0.00%,0
2017-06-23,1.24,0.81%,0
2017-06-24,1.24,0.81%,0
2017-06-25,1.24,0.81%,0
2017-06-26,1.25,0.81%,0
2017-06-27,1.25,0.00%,0
2017-06-28,1.25,0.00%,0
2017-06-29,1.27,1.60%,
2017-06-30,1.29,1.57%,
2017-07-01,1.29,-2.33%,down
2017-07-02,1.29,-2.33%,down
2017-07-03,1.26,-2.33%,down
2017-07-04,1.23,-2.38%,down
2017-07-05,1.22,-0.81%,down
2017-07-06,1.23,0.82%,0
2017-07-07,1.24,0.81%,0
2017-07-08,1.24,0.00%,0
2017-07-09,1.24,0.00%,0
2017-07-10,1.24,0.00%,0
2017-07-11,1.24,0.00%,0
2017-07-12,1.24,0.00%,0
2017-07-13,1.24,0.00%,0
2017-07-14,1.24,0.00%,0
2017-07-15,1.24,-0.81%,down
2017-07-16,1.24,-0.81%,down
2017-07-17,1.23,-0.81%,down
2017-07-18,1.23,0.00%,0
2017-07-19,1.23,0.00%,0
2017-07-20,1.23,0.00%,0
2017-07-21,1.24,0.81%,0
2017-07-22,1.24,0.00%,0
2017-07-23,1.24,0.00%,0
2017-07-24,1.24,0.00%,0
2017-07-25,1.24,0.00%,0
2017-07-26,1.24,0.00%,0
2017-07-27,1.24,0.00%,0
2017-07-28,1.23,-0.81%,down
2017-07-29,1.23,0.81%,0
2017-07-30,1.23,0.81%,0
2017-07-31,1.24,0.81%,0
2017-08-01,1.23,-0.81%,down
2017-08-02,1.21,-1.63%,down
2017-08-03,1.22,0.83%,0
2017-08-04,1.22,0.00%,0
2017-08-05,1.22,-1.64%,down
2017-08-06,1.22,-1.64%,down
2017-08-07,1.2,-1.64%,down
2017-08-08,1.18,-1.67%,down
2017-08-09,1.23,4.24%,
2017-08-10,1.23,0.00%,0
2017-08-11,1.23,0.00%,0
2017-08-12,1.23,-1.63%,down
2017-08-13,1.23,-1.63%,down
2017-08-14,1.21,-1.63%,down
2017-08-15,1.21,0.00%,0
2017-08-16,1.21,0.00%,0
2017-08-17,1.22,0.83%,0
2017-08-18,1.23,0.82%,0
2017-08-19,1.23,0.00%,0
2017-08-20,1.23,0.00%,0
2017-08-21,1.23,0.00%,0
2017-08-22,1.23,0.00%,0
2017-08-23,1.23,0.00%,0
2017-08-24,1.24,0.81%,0
2017-08-25,1.24,0.00%,0
2017-08-26,1.24,0.81%,0
2017-08-27,1.24,0.81%,0
2017-08-28,1.25,0.81%,0
2017-08-29,1.25,0.00%,0
2017-08-30,1.25,0.00%,0
2017-08-31,1.27,1.60%,
2017-09-01,1.26,-0.79%,down
2017-09-02,1.26,-0.79%,down
2017-09-03,1.26,-0.79%,down
2017-09-04,1.25,-0.79%,down
2017-09-05,1.24,-0.80%,down
2017-09-06,1.24,0.00%,0
2017-09-07,1.25,0.81%,0
2017-09-08,1.25,0.00%,0
2017-09-09,1.25,0.00%,0
2017-09-10,1.25,0.00%,0
2017-09-11,1.25,0.00%,0
2017-09-12,1.26,0.80%,0
2017-09-13,1.26,0.00%,0
2017-09-14,1.26,0.00%,0
2017-09-15,1.25,-0.79%,down
2017-09-16,1.25,0.00%,0
2017-09-17,1.25,0.00%,0
2017-09-18,1.25,0.00%,0
2017-09-19,1.24,-0.80%,down
2017-09-20,1.25,0.81%,0
2017-09-21,1.25,0.00%,0
2017-09-22,1.25,0.00%,0
2017-09-23,1.25,0.80%,0
2017-09-24,1.25,0.80%,0
2017-09-25,1.26,0.80%,0
2017-09-26,1.25,-0.79%,down
2017-09-27,1.26,0.80%,0
2017-09-28,1.26,0.00%,0
2017-09-29,1.27,0.79%,0
2017-09-30,1.27,-0.79%,down
2017-10-01,1.27,-0.79%,down
2017-10-02,1.27,-0.79%,down
2017-10-03,1.27,-0.79%,down
2017-10-04,1.27,-0.79%,down
2017-10-05,1.27,-0.79%,down
2017-10-06,1.27,-0.79%,down
2017-10-07,1.27,-0.79%,down
2017-10-08,1.27,-0.79%,down
2017-10-09,1.27,-0.79%,down
2017-10-10,1.26,-0.79%,down
2017-10-11,1.24,-1.59%,down
2017-10-12,1.25,0.81%,0
2017-10-13,1.25,0.00%,0
2017-10-14,1.25,0.00%,0
2017-10-15,1.25,0.00%,0
2017-10-16,1.25,0.00%,0
2017-10-17,1.24,-0.80%,down
2017-10-18,1.24,0.00%,0
2017-10-19,1.24,0.00%,0
2017-10-20,1.24,0.00%,0
2017-10-21,1.24,0.00%,0
2017-10-22,1.24,0.00%,0
2017-10-23,1.24,0.00%,0
2017-10-24,1.24,0.00%,0
2017-10-25,1.24,0.00%,0
2017-10-26,1.25,0.81%,0
2017-10-27,1.24,-0.80%,down
2017-10-28,1.24,-0.81%,down
2017-10-29,1.24,-0.81%,down
2017-10-30,1.23,-0.81%,down
2017-10-31,1.26,2.44%,
2017-11-01,1.24,-1.59%,down
2017-11-02,1.24,0.00%,0
2017-11-03,1.24,0.00%,0
2017-11-04,1.24,-0.81%,down
2017-11-05,1.24,-0.81%,down
2017-11-06,1.23,-0.81%,down
2017-11-07,1.25,1.63%,
2017-11-08,1.23,-1.60%,down
